username,content
shaniaJKT48,"RT @S_SiscaJKT48: White Christmas (cover) h-6 for christmas! who's excited? tell me, what's your christmas dream? #HappyVirusProject #Si"
shaniaJKT48,Ketawaaaa ah
shaniaJKT48,"RT @officialJKT48: Teman2, udah pada liat ini belum??"
shaniaJKT48,Hmm @S_AngelJKT48
shaniaJKT48,"RT @bebyJKT48: Wah JKT48 menang penghargaan penyanyi dan idola kesayangan nih. Duh, makin sayang deh jadinya. Hehe makasih!"
SinkaJ_JKT48,"Nonton film thriller action gitu, tapi lama2 ga sanggup juga liatnya, ujung2nya nonton drakor deh hahaha xD"
SinkaJ_JKT48,"Seharian ini hujan, jadi dirumah aja deh sambil nonton film hehe"
SinkaJ_JKT48,"Yeaaay akhirnya sampai dirumah juga, mau bersih2 dulu abis itu baru tidur deh"
SinkaJ_JKT48,Tadi ada lagu baru loh judulnya valentine day kiss sama aku shonichi bawain lagu heart gata virus uwuwuw
SinkaJ_JKT48,"Amin aminnnn, makasih harukaa san"
SinkaJ_JKT48,"Tadi gimana event 4 gulali nya? Seru ngga? Hehe seneng banget tadi yang nonton rame, aku sempet mikir kalo yang nonton cuma sedikit"
SinkaJ_JKT48,"Haihai tadi abis makan2 dulu sama ayana, angel, feni dan staff. Sekarang udah di perjalanan pulang nih heheh"
SinkaJ_JKT48,"Sekarang lagi di jalan pulang nih, sampai bertemu besok yaaa"
SinkaJ_JKT48,Yang belum sempet beli ticketnya besok bisa beli langsung di theater mulai dari jam 16.30
SinkaJ_JKT48,Besok event valentine's day with 4 gulali nya mulai jam 19:30 yang abis kerja sempet kok nonton dulu hehe besok datang yaaah~
SinkaJ_JKT48,Yukyuk
SinkaJ_JKT48,Haihai hariini latihan with 4 gulali lagi nih
SinkaJ_JKT48,"@Ayen_JKT48 ngga keliatan ka rona, gelap :("
SinkaJ_JKT48,"Yeaay udah selesai latihan bareng 4 gulali nih, h-3 siapa yang belum pesen ticketnya?? Pesen yuk cus hahaha"
SinkaJ_JKT48,RT @achanJKT48: Jangan lupa ya tangggal 14 hehehehehhe
SinkaJ_JKT48,Lagi latihan buat event valentine 4 gulali nih. Oiyaa makasih ya tadi udah nonton theater believe team J hehe
SinkaJ_JKT48,Datang yah!!
SinkaJ_JKT48,"Terimakasih yaa yg tadi udah sempetin ikut hs susulan sama aku, sampai bertemu di theater believe sebentar lagi"
SinkaJ_JKT48,Padahal udah pake baju tebel tapi tetep...
SinkaJ_JKT48,"Selamat pagi~ pagi pagi udah di sambut hujan nih, semoga berkah hehe"
SinkaJ_JKT48,"Selesai kegiatan hariini~ besok ada theater believe team J dan hs susulan aku, siapa yang datang ??"
SinkaJ_JKT48,"Happy birthday @Haruka_NKGW10 wah udah tua ya ternyata, tapi kok masih lucuuk (?) haha xD sukses terus yaah #HBDHaruka25ilverAge"
SinkaJ_JKT48,"Udah sampe tempat latihan tapi sepi banget, aku kira salah tempat latihan, ternyata latihannya setengah 6. Untung deh ya haha xD"
SinkaJ_JKT48,@melodyJKT48 mirip aku ya teh? Haha
SinkaJ_JKT48,"Aku udah dirumah nih, sekarang mau tidur. Selamat tidur semua"
SinkaJ_JKT48,@Sisil_JKT48 @Via_JKT48 @Della_JKT48 kalian bertiga kocak sih hahaha xD
SinkaJ_JKT48,Pas kageana theater tadi @Via_JKT48 @Sisil_JKT48 @Della_JKT48 ahaha
SinkaJ_JKT48,RT @Ikha_JKT48: Terima kasih utk teater dan 2 org MVP hari ini . Smoga kita bisa ketemu di teater berikutnya ya Okkkkk
SinkaJ_JKT48,"Tidur dulu, selamat bobo"
SinkaJ_JKT48,"Lagi diperjalanan pulang~ besok ada theater believe team J, datang yaaah"
SinkaJ_JKT48,"Yeay alhamdulillah sudah selesai kegiatan hariini, its been a long day~"
SinkaJ_JKT48,"Selamat pagi! Udah lama ngga pergi jam segini, ternyata udah macet yaa"
SinkaJ_JKT48,RT @F_FeniJKT48: Abis latian buat 4 gulali event ada yang baru niiii apaaa yaaa kira kira ?!!!
SinkaJ_JKT48,Good night
SinkaJ_JKT48,"@Nat_JKT48 @Lidya_JKT48 iya tau nat, yang film ada boboho nya itu kan haha"
SinkaJ_JKT48,"Sudah sampai dirumah~ alhamdulillah tumben tumbenan jam segini udah ngantuk, biasanya ngantuknya kalo udah berganti hari"
SinkaJ_JKT48,@Nat_JKT48 @Lidya_JKT48 serem :(
SinkaJ_JKT48,Lagi main sama keikei nih sambil nunggu cici selesai ds hehe
SinkaJ_JKT48,@Ikha_JKT48 kaka tiri aku~
SinkaJ_JKT48,UWuwuw valentine's day sama yang manis2
SinkaJ_JKT48,Thanks for todaaaaay
SinkaJ_JKT48,Happy sunday! Sampai bertemu nanti siang
SinkaJ_JKT48,Hai terimakasih untuk theater hariini yaaa
SinkaJ_JKT48,Yuhuuu
SinkaJ_JKT48,RT @officialJKT48: [MV] LOVE TRIP - JKT48
SinkaJ_JKT48,"Iya udah asik jadi lupa waktu, mumpung lagi libur kuliah juga jadi puas2in main game sama nonton hehe ^^"
SinkaJ_JKT48,"Haihai baru sadar udah jam segini aja, seharian dirumah aku nonton drama~ hahaha xD"
SinkaJ_JKT48,Terimakasih untuk theater hariini~ tadi ada kyla sama abby perform juga hehe
SinkaJ_JKT48,Yukyuk sampai bertemu
SinkaJ_JKT48,Uwuwuwu
SinkaJ_JKT48,Selesai kegiataaan~ sekarang mau jalan2 sama @Uty_JKT48 hehe
SinkaJ_JKT48,Udah kenyang tidur deh sekarang hehe oyasuminkaaa
SinkaJ_JKT48,Selamat makan hahaha
SinkaJ_JKT48,Selesai latihan hehehe lagi dijalan pulang tiba tiba pengen martabak
SinkaJ_JKT48,@Uty_JKT48 @Naomi_JKT48
SinkaJ_JKT48,Yaallah gemesh banget
SinkaJ_JKT48,"@Della_JKT48 wkkwkw sabar ya del, untung datengnya ngga on time banget kaya gue :("
SinkaJ_JKT48,Terus jadinya sekarang jalan2 berdua sama cici aku yang tomboy deh ahahha
SinkaJ_JKT48,"Jadi ceritanya hariini ada latihan, tapi aku salah baca jadwal... jam 11 udah sampe padahal latihannya jam setengah 7"
SinkaJ_JKT48,Haihai happy sunday morning
SinkaJ_JKT48,Happy chinese new year. Gong xi fa cai 2568!
SinkaJ_JKT48,Terimakasih untuk theater tadi yaa! Aku sekarang lagi kumpul2 sama keluarga nih heheh
SinkaJ_JKT48,"Selamat pagi!! Yukyuk datang ke theater believe team J, see ya"
SinkaJ_JKT48,RT @officialJKT48: [INFO] Jangan lewatkan Komik HeartXBreak kolaborasi dari JKT48 dan Kosmik. Tayang mulai 27 Januari 2017 di
SinkaJ_JKT48,"Sudah sampai dirumah~ terimakasih ya untuk theater tadi, selamat malam, hemm semoga bisa tidur cepet deh"
SinkaJ_JKT48,"#TerimakasihJeje semoga yang di cita2 kan ci jeje bisa berjalan dengan lancar, sukses terus ya ciii @jcvanJKT48 cep"
SinkaJ_JKT48,Sampai bertemu nanti malam
SinkaJ_JKT48,@Lidya_JKT48 video lama edisi dibuang sayang~
SinkaJ_JKT48,#JKT48atDA2017RCTI #DahsyatnyaAwards2017
SinkaJ_JKT48,"Sudah selesai latihan nih, sekarang lagi di jalan pulang hehe"
SinkaJ_JKT48,Latihan
SinkaJ_JKT48,"@Ikha_JKT48 waaa hanceeee, ikha itu muka apa mochi ahaha"
SinkaJ_JKT48,"Tadi abis kegiatan, sekarang udah dirumah, lagi makan bubur kacang ijo hehe"
SinkaJ_JKT48,"Mohon maaf yaa tadi aku gajadi perform theater, tiba2 gaenak badan"
SinkaJ_JKT48,Udah dijalan pulang nih~ besok bertemu di theater believe team J yaa
SinkaJ_JKT48,"Tadi disuruh mami aku gendong barra, tapi aku takut soalnya masih kecil banget tapi lama lama jadi kepo jadi memberanikan diri deh haha"
SinkaJ_JKT48,Jangan lupa sholat jumat dan dzuhur nyaaa~
SinkaJ_JKT48,"Aku udah pulang kerumah, nanti siang baru kerumah sakit lagi main sama dede bayiii"
SinkaJ_JKT48,"@melodyJKT48 @Naomi_JKT48 hehe iya nih teh mel, makasih yaaah"
SinkaJ_JKT48,Uwuwuw dede keanu albarra
SinkaJ_JKT48,"Sekarang aku lagi di perjalanan ke rumah sakit, mau liat dedenya keikei yeaaay"
SinkaJ_JKT48,Thank you for todaaaay! Tadi seitansai anak yang ceria selaluu @F_FeniJKT48
SinkaJ_JKT48,"Yukyuk besok nonton theater believe team J, ada apa yaaa"
SinkaJ_JKT48,"Sudah dirumah, lega UASnya udah selesai, tapi masih takut liat hasilnya nanti, doain IP aku bagus yah"
SinkaJ_JKT48,"Selamat pagi! Hari terakhir UAS, wish me luck"
SinkaJ_JKT48,Happy birthday feni si ceria yang lebih banyak gerak daripada nafasnya @F_FeniJKT48 wish you all the best! #Fen18eautifulSunshine
SinkaJ_JKT48,RT @Dena_JKT48: Mksih buat theater Believe J hri ini Aku shonici hri ini Degdegan tapi senang Smoga aku bisa dpt kesempatn lebih lg buat pe
SinkaJ_JKT48,Terimakasih untuk theater hariini~ udah lama nih ngga theateran hari minggu show 1 haha xD
SinkaJ_JKT48,"Besok show 1 ada theater believe team J, datang yaaah!!"
SinkaJ_JKT48,Happy birthday ipuy ade china akuu yang awet muda uwuwuwu @Cindvia_JKT48 semoga makin pinter dan makin dewasa!
SinkaJ_JKT48,Lagi family time hehe
SinkaJ_JKT48,~ selamat beraktivitas hariini
SinkaJ_JKT48,"Yuhuuu akhirnya sampai dirumah juga, besok UAS pagi nih"
SinkaJ_JKT48,Cetmacet~
SinkaJ_JKT48,RT @Uty_JKT48: Thank You Teater hari ini
SinkaJ_JKT48,Thanks for todaaaay
SinkaJ_JKT48,Hai besok bertemu di believe team J yaa
SinkaJ_JKT48,Selesai UAS...
SinkaJ_JKT48,Lanjut belajar buat UAS nanti siang deh
SinkaJ_JKT48,"Abis makan nasi, sepertinya bakal gendutan lagi nih padahal baru dibilang kurusan ya hahaha"
SinkaJ_JKT48,Hati-hati ya yang lagi dijalan
SinkaJ_JKT48,"Sekarang lagi diperjalanan pulang, hujannya deras banget Seremm"
SinkaJ_JKT48,"Terimakasih sudah datang ke theater believe team J, tadi juga ada yg mvp 200 show dirayain sama aku, terimakasih, dukung aku terus yah!"
SinkaJ_JKT48,"Sudah di theater nih lagi siap2 untuk theater nanti malam~ tadi UASnya lumayan lancar, walaupun ada yang gabisa kerjain"
SinkaJ_JKT48,Selamat siang
SinkaJ_JKT48,@Uty_JKT48 uwuwu pipi
SinkaJ_JKT48,@Uty_JKT48 ngomong opo toh hahaha xD
SinkaJ_JKT48,Alhamdulillah hariini UASnya lancar hehe
SinkaJ_JKT48,"Yuhuuuu UAS hari pertama, wish me luck!"
SinkaJ_JKT48,Selesai latihan~ sekarang udah di jalan pulang wuuwwuuu besok udah mulai uas nih
SinkaJ_JKT48,@kinalJKT48 (((zayn))) hemm
SinkaJ_JKT48,"Terimakasih sudah datang ke theater believe team J, tadi ada seitansainya ka @kinalJKT48 hehe happy birthday yg cit"
SinkaJ_JKT48,Siapa yang besok nonton theater? Sampai bertemu besok yaaah
SinkaJ_JKT48,"RT @officialJKT48: [INFO] ""JAPANTRY"" (JKT48 Study Tour Kilat di Jepang) @JaktvCom akan tayang mulai 8 Januari 2017, pukul 19:30 WIB. Jangan"
SinkaJ_JKT48,Lagi jalan2 sama temen2 smp aku nih hehe sudah lama tidak bertemu
SinkaJ_JKT48,@Dena_JKT48 lupa den pake aplikasi apaan hahaha xD
SinkaJ_JKT48,"Happy birthday @R_AninJKT48 yang kalo difoto mirip banget sama ipuy, wish you all the best #HBDAninPip18ulat"
SinkaJ_JKT48,"Tadi lagi belajar buat uas, trus mau istirahat bentar, eh ada captain tsubasa, dulu suka banget nonton itu jadi aku nonton lagi deh ahaha xD"
SinkaJ_JKT48,"Waa hujan lagi, semalam juga hujan semakin malas untuk bergerak dari kasur~"
SinkaJ_JKT48,"Iya lagi main sama lidya nih hehe lidya main kerumah aku, jadi lagi ngobrol2"
SinkaJ_JKT48,"Hai senpai selamat ulang tahun yaa, semoga kuliahnya lulus tepat waktu, makin cantik biar ngga kalah sama kak ve ha"
SinkaJ_JKT48,Sekarang sudah dirumah~ hariini seharian main bersama keluarga hehe senangnya
SinkaJ_JKT48,Aku lagi kumpul dirumah saudara nih. Kalian ngapain di hari pertama tahun 2017 ini??
SinkaJ_JKT48,Malam pergantian tahun baru kalian kemana?? Kalo aku dirumah aja sama keluarga dan temen2 rumah hehe
SinkaJ_JKT48,"Kuliah aku juga udah libur nih, akhirnya~ selamat berlibur yaa semuaaa"
SinkaJ_JKT48,"Happy graduation @HarukaN_JKT48 semoga tetep sukses di luar sana ya, semangat terus hehe terimakasih sudah berbagi"
SinkaJ_JKT48,RT @officialJKT48: Haruka Nakagawa juga telah memberikan penampilan terakhir di Setlist B E L I E V E Team J. Terima kasih telah menyaksi
SinkaJ_JKT48,Terimakasih sudah datang di theater terakhir di tahun 2016 ini
SinkaJ_JKT48,Sampai bertemu nanti malam di theater
SinkaJ_JKT48,"Hai terimakasih yaa, tadi aku cuma perform 4 gulali di sesi 1, sekarang aku udah di perjalanan menuju kampus ada presentasi, mohon maaf"
SinkaJ_JKT48,Happy birthday @M_DesyJKT48 dan @Nat_JKT48 selamat berkepala dua!! Semoga kalian sukses terus career dan kuliahnyaa
SinkaJ_JKT48,Wah udah 2 tahun aja yah ternyata.. #2ndAnniversary4Gulali semoga kedepannya bisa makin sukses
SinkaJ_JKT48,RT @officialJKT48: [VIDEO] JKT48 Cafe
SinkaJ_JKT48,Dari kemarin udah minum obat dan udah minum yang anget2 terus tapi masih flu dan mampet
SinkaJ_JKT48,Ada saran cara cepat menyembuhkan flu?? Setiap mau tidur susah nafas
SinkaJ_JKT48,"Hariini aku dirumah aja, lagi gaenak badan soalnya"
SinkaJ_JKT48,Selamat Hari Natal bagi yang merayakan
SinkaJ_JKT48,"RT @officialJKT48: Saksikan penayangan #JKT48BELIEVE di @langitRTV malam ini, pukul 22.00 WIB!"
SinkaJ_JKT48,"Selesai kuliah pergi sama temen kampus, katanya aku butuh jalan2 biar ngga stress (?) hahah"
SinkaJ_JKT48,Selamat pagi! Selamat menjalani aktivitas hariini kalian udah libur? Aku sih masih kuliah~ duuududu
SinkaJ_JKT48,Yukyuk~
SinkaJ_JKT48,Happy mother's day
SinkaJ_JKT48,Om Telolet Om jadi worldwide trending topic...
SinkaJ_JKT48,"RT @officialJKT48: Teman2, udah pada liat ini belum??"
SinkaJ_JKT48,"Thanks for todaaaay!! Tadi rayain ulang tahunnya angel, sukses terus angel, wish you all the best! #Happy16thAngel"
SinkaJ_JKT48,"Aku baik baik aja kok, tapi belakangan gabisa tidur, tidurnya abis subuh terus"
SinkaJ_JKT48,Selamat pagi! Selamat beraktivitas ya
SinkaJ_JKT48,"RT @Naomi_JKT48: Semuanya mohon maaf ya, aku sm @SinkaJ_JKT48 tidak bisa mengikuti konser&amp;HS mohon pengertiannya yah"
SinkaJ_JKT48,"Mohon doa nya semua untuk alm. Papi aku, semoga amal dan ibadahnya diterima disisi Allah SWT."
SinkaJ_JKT48,Mari beristirahat
SinkaJ_JKT48,"Iya sekarang udah gapapa kok, makasih yaa doanya"
SinkaJ_JKT48,"Oiya trimakasih udah dtg ke theater team J. Tadi abs theater latihan dulu, aku ngga ds tapi ttp hs sama aku ya di Jalur 10 Sesi 2,3,5,6,8"
SinkaJ_JKT48,"Baru sampai dirumah~ tadi aku ke rumah sakit dulu, tiba2 papi aku sakit huhu"
SinkaJ_JKT48,Sampai bertemu sebentar lagi~ #BelieveforJ
SinkaJ_JKT48,"Lagi sakit tenggorokan dan flu nih, ngga enak banget"
SinkaJ_JKT48,Hai selamat siang! Jangan lupa sholat dzuhur dan makan siang nyaa~
SinkaJ_JKT48,Terimakasih sudah datang!!
SinkaJ_JKT48,RT @Uty_JKT48: Ehm ehmm.. (maap fotonya ngeblur karena terlalu semangat heheh )
SinkaJ_JKT48,See you tonight! #BelieveforJ
SinkaJ_JKT48,"RT @officialJKT48: [INFO] Mulai Jumat Hari ini, Event Made in Hokkaido with JKT48 dimulai! #MadeInHokkaidoJKT48"
SinkaJ_JKT48,Oyasuminka
SinkaJ_JKT48,"Selesai latihaaaan, sampai bertemu nanti malam yaaaah uwuwuuw"
SinkaJ_JKT48,Waaaaaa hujan badai nih di kampus
SinkaJ_JKT48,"Lusa ada theaternya team j, kalian datang kan? Datang yaaah, udah lama kan ngga ketemu"
SinkaJ_JKT48,"Cuaca nya lagi enak yah , buat tidur. tapi sayang nya aku kuliah"
SinkaJ_JKT48,Aku barusan makan mie rebus tapi ga pedes padahal udah pake cabe bubuk plus cabe rawit
SinkaJ_JKT48,"Selamat siang ,udah jam makan siang nih. Udah pada makan belom??"
SinkaJ_JKT48,"@SinkaJ_JKT48 pas lagi ambil foto ini keikei ngomong ""hemmm"" pasti dalem hati ""foto2 mulu nih si aunty"" hahaha"
SinkaJ_JKT48,Jagain anak kecil = capek sampe keringetan hahahaha maafkan muka kucelku ini
SinkaJ_JKT48,Lagi sibuk youtube an sekarang ahaha xD
SinkaJ_JKT48,"Tgl 10 aku gaikut honda surabaya soalnya aku kuliah, tapi tetep datang yah!!"
SinkaJ_JKT48,Haii hariini ngga ada kegiatan jadi main sama keponakan hehe
SinkaJ_JKT48,RT @officialJKT48: [INFO] Tiket show Shonichi masih tersedia melalui pembelian online &amp; ticket box. Ticket Box di Theater hari ini akan dib
SinkaJ_JKT48,"RT @officialJKT48: [INFO] Saksikan penampilan JKT48 dalam event @hondaisme ""Pameran Otomotif Surabaya"" di Grand City Convex, tgl 10 Desembe"
SinkaJ_JKT48,Alhamdulillah selesai latihaaan hariini enak yah cuacanya adem terus banyak angin hahaha xD
SinkaJ_JKT48,Hujan
SinkaJ_JKT48,Haihai jadi ceritanya tadi ada kegiatan tapi cuma sampe sore terus abis itu aku main sama ponakan aku yg gemay hehe
SinkaJ_JKT48,@Ikha_JKT48 kuliah sabtu pagi kaya harusnya lagi enak enaknya tidur gitu
SinkaJ_JKT48,"Tadi abis beli makanan, sekarang udah kenyang tinggal bobo deh hahaha selamat tiduuur"
SinkaJ_JKT48,Selesai kegiatan hariini alhamdulillah yaa
SinkaJ_JKT48,Uwuwuwuw
SinkaJ_JKT48,RT @officialJKT48: [VIDEO] Sasae [Dukungan] - Team KIII
SinkaJ_JKT48,Akan selalu menjadi K3luarga
SinkaJ_JKT48,"Selamat pagi, selamat beraktivitas hariini"
SinkaJ_JKT48,Terimakasih banyak sudah menemani kami selama theater SBgN ini. Walaupun nanti kami berpisah tetep sayang dan dukun
SinkaJ_JKT48,Hai sampai bertemu nanti di senshuuraku saishuu bell ga naru
SinkaJ_JKT48,Terimakasih banyak sudah meramaikan theater seishun girls
SinkaJ_JKT48,Udah bangun daritadi dong xP kan kuliah pagi setiap sabtu
SinkaJ_JKT48,"Hahahaha maaaf maksudnya nanti siang show 1, udah error nih jam segini"
SinkaJ_JKT48,Alhamdulillah sudah selesai kegiatan~ sampai bertemu nanti malam yaa di theater seishun girls
SinkaJ_JKT48,"Selamat Hari Guru, Pahlawan Tanpa Tanda Jasa"
SinkaJ_JKT48,Yeaaay happy 500k followers
SinkaJ_JKT48,Idol nante yobanaide
SinkaJ_JKT48,"Seneng bgt bisa bawain setlist BnT lagi sm team K3, apalagi nanti 1 desember udah shuffle team, yaa smg tadi berkesan untuk kalian semua"
SinkaJ_JKT48,Terimakasih banyak yang sudah datang k3 pulau matahari!!!
SinkaJ_JKT48,"RT @Lidya_JKT48: Lets live those long lost feelings back again, its gonna be a warm sunny vibe! See you, Matahari Milikku"
SinkaJ_JKT48,Sampai bertemu besok di pulau matahari yaa
SinkaJ_JKT48,"Haiii nanti ada latihan buat theater besok nih, siapa yang besok nonton BnT ??"
SinkaJ_JKT48,Alhamdulillah selesai kegiatan hariini~ makin kaya panda nih
SinkaJ_JKT48,@Cindvia_JKT48 judulnya yupi si penyihir cilik ya (?)
SinkaJ_JKT48,"Haihai kegiatan kalian apa hariini?? Aku udah selesai kuliah, sekarang mau lanjut kegiatan lainnya"
SinkaJ_JKT48,00:00 Nighty night
SinkaJ_JKT48,Ka ghaida nya tadi sibuk banget kasian :( jadi aku ngga sempet minta foto sama dia
SinkaJ_JKT48,"RT @S_GraciaJKT48: Btw tadi aku ikut perform di special event graduationnya kak Ghaida, bawain lagu bara no kajitsu"
SinkaJ_JKT48,Tadi aku perform di theater special graduate ka @ghaidaJKT48 sukses terus ka ghaiii!! #ArigatoGhaida
SinkaJ_JKT48,RT @officialJKT48: [INFO] JKT48 DVD Rilis: Saishuu Bell ga Naru
SinkaJ_JKT48,"Aku besok ngga ikut event futsal pocari sweat, kalo ikut jadi apa? Bolanya (?)"
SinkaJ_JKT48,"Sudah selesai kegiatan, sekarang lagi diperjalanan pulang hehe"
SinkaJ_JKT48,Terimakasih yang sudah datang!!
SinkaJ_JKT48,Jengjeng dan ternyata kuliah jam 8 nya terlewatkan
SinkaJ_JKT48,"Alhamdulillah akhirnya sampai dirumah, udah jam segini aja~ nanti kuliah pagi bisa bangun ngga ya hahahha"
SinkaJ_JKT48,"RT @MyPockyID: Nilai senyum @SinkaJ_JKT48 VS senyum @achanJKT48, mana yg lebih tinggi ya? Yuk liat battle senyum mereka bsk d @MalTamanAngg"
SinkaJ_JKT48,"Happy birthday uty!! Semoga makin pinter, lancar rejekinya ya, semangat terus mamah @Uty_JKT48 smg bisa jadi presid"
SinkaJ_JKT48,"Lagi diperjalanan pulang, badan pegel pegel semua"
SinkaJ_JKT48,Hmm ngga ngerti cara maininnya ya? Mainnya pake desktop atau laptop aja kalo pake mobile ribet ahaha xD
SinkaJ_JKT48,Gimana udah main let's go on a love trip belumm?? Hehehe
SinkaJ_JKT48,Uwuwuwuw
SinkaJ_JKT48,RT @MyPockyID: Mau berinteraksi brg @melodyJKT48 @achanJKT48 @nabilahJKT48 @SinkaJ_JKT48 @Cindvia_JKT48 di event Pocky Day? Cari tau di FB
SinkaJ_JKT48,"Besok kuliah pagi lagii yuhuuu, nighty night"
SinkaJ_JKT48,Akhirnya sampai dirumah jugaaaa~
SinkaJ_JKT48,"Aku udah selesai latihan, lagi nunggu dijemput nih hehe"
SinkaJ_JKT48,"Terimakasih untuk theater hariini, tadi ada seitansainya della. Happy birthday ya @Della_JKT48 semoga makin pinter"
SinkaJ_JKT48,"Yeaaay selesai kuliah, nanti malam pergi tuk bertemu yaa"
SinkaJ_JKT48,RT @Naomi_JKT48: JKT48dangdut
SinkaJ_JKT48,Kalo ngga bisa di restart gimana ya?? Bener bener ngga bisa mencet apa apa
SinkaJ_JKT48,Sedih itu ketika mau ngerjain tugas tapi laptopnya error gabisa di pencet apa2
SinkaJ_JKT48,"Alhamdulillah hariini selesai kegiatannya ngga terlalu malam, jadi bisa istirahat lebih cepet hehe"
SinkaJ_JKT48,Cemungudh qaqa
SinkaJ_JKT48,Pulang kuliah langsung lanjut shooting nih hehe
SinkaJ_JKT48,"Abis makan siang, kalian juga jangan lupa makan siangnya yaa"
SinkaJ_JKT48,Akhirnya ketemu kasur juga kalau begitu selamat beristirahat yaaa
SinkaJ_JKT48,"Hariini hari yang panjaaaaaaaang, akhirnya selesai kegiatan juga. Alhamdulillah yaa"
SinkaJ_JKT48,Waaaaaa ka sendy mauuuuu
SinkaJ_JKT48,Makannya sebrang sebrangan hahaha xD
SinkaJ_JKT48,RT @Yona_JKT48: Terimakasih sudah meramaikan event 2shoot Love Trip hari ini
SinkaJ_JKT48,"Haiii terimakasih yaa yang tadi pagi udah nonton dahsyat, terimakasih juga 2 shoot nyaa hehehe"
SinkaJ_JKT48,"Alhamdulillah sudah bisa beristirahat sekarang, nanti pagi nonton dahsyat yaa. Seeya"
SinkaJ_JKT48,Udah sampe dirumah tapi kunci rumah di bawa
SinkaJ_JKT48,"Kata bu kapten kinal temanya ""Back to basic"" hehe"
SinkaJ_JKT48,@melodyJKT48 semangat teteh
SinkaJ_JKT48,"RT @kinalJKT48: di teater sbgn tim k3 juga, foto untuk lagu 18 bersaudara diganti dengan tema serupa namun ada yg beda;) perbandingan dahul"
SinkaJ_JKT48,Selamat sabtu pagi
SinkaJ_JKT48,"Sudah dirumah dan sudah makan... mari beristirahat, oyasuminka"
SinkaJ_JKT48,Alhamdulillah selesai kegiatan hariini
SinkaJ_JKT48,"Maaf yaa besok aku ngga theater dulu, ada UTS terakhir dan kegiatan yang lain hehe"
SinkaJ_JKT48,Haihai gimana tadi nonton aku di pagi pagi net tv ngga? Heheh sekarang aku lanjut latihan lagi di theater nih
SinkaJ_JKT48,"Happy birthday my oshi @nabilahJKT48 udah 17 tahun aja yaa, sukses teruuus. Wish you all the best!"
SinkaJ_JKT48,"Sekarang aku udah selesai latihan, tapi masih nungguin bunda omi selesai latihan~"
SinkaJ_JKT48,"Oiya tadi juga ada yang ngerayain MVP di aku, terimakasih yaa! Dukung aku terus"
SinkaJ_JKT48,Besok jangan lupa yaa nonton @PagiPagi_NET @netmediatama jam 07.30 WIB!
SinkaJ_JKT48,RT @Yona_JKT48: Terimakasihhhh terimakasih terimakasih
SinkaJ_JKT48,Hai nanti malam pergi tuk bertemu yaaaa
SinkaJ_JKT48,Yukyuk~
SinkaJ_JKT48,"Homeeey~ sepertinya mau langsung tidur aja, hayati lelah... hahaha selamat tidur"
SinkaJ_JKT48,"Yeaaaay selesai latihan, alhamdulillah yaa~"
SinkaJ_JKT48,Yuhuuu jangan lupa nonton yaah
SinkaJ_JKT48,"Yah untungnya sih lancar lancar aja, walau ada ketawa2nya juga karna grogi haha xD"
SinkaJ_JKT48,"Hemm tadi UTS nya percakapan kan, terus aku sama temen aku dapet nomer urut 1, lsg shock gitu, kaya yaampun pertama banget nih majunya"
SinkaJ_JKT48,"Selesai UTS dan kegiatan hariini, sekarang udah di perjalanan pulang~"
SinkaJ_JKT48,"Masih belajar buat UTS nanti, yuhuuu"
SinkaJ_JKT48,RT @Yona_JKT48: Senyum dulu
SinkaJ_JKT48,Terimakasih yang sudah datang!!
SinkaJ_JKT48,Sampai bertemu nanti malam yaa~ sekarang bobo dulu hehe oyasuminka
SinkaJ_JKT48,Besok siapa yang nonton honda imos di JCC??
SinkaJ_JKT48,Akhirnya beli tahu bulat... hahaha yah lumayan kenyang~
SinkaJ_JKT48,Laparlaparlapar~
SinkaJ_JKT48,Thankyou for todaaaay!! Tadi aku unit gomenne jewel hehe
SinkaJ_JKT48,RT @officialJKT48: Malam minggu enaknya pergi untuk bertemu
SinkaJ_JKT48,"Besok dosennya gabisa hadir jadi gaada kelas deh, berarti besok malem pergi tuk bertemu yah"
SinkaJ_JKT48,"Aku hariini dirumah aja, main sama ponakan. Kalian gimana?? Hariini libur kah??"
SinkaJ_JKT48,Haihai~
SinkaJ_JKT48,RT @officialJKT48: [INFO] Pengumuman Mengenai Senshuuraku Week
SinkaJ_JKT48,"Ngga kerasa ya 4 tahun sudah berlalu~ banyak pelajaran yg kami dapat, susah senang telah kami lewati bersama2. Happ"
SinkaJ_JKT48,"RT @SpotifyID: Your wish is our command, guys! @officialJKT48 sekarang sudah ada di Spotify. Dengerin lagu-lagu mereka di sini yuk"
SinkaJ_JKT48,#JKT48onSpotify @SpotifyID
SinkaJ_JKT48,"#Happy5thAnniv1stGenJKT48 tetap semangat, kita berjuang bersama2 untuk memajukan JKT48"
SinkaJ_JKT48,RT @officialJKT48: [INFO] Pengumuman Mengenai Waktu dan Lokasi Handshake Festival LOVE TRIP di Bandung
SinkaJ_JKT48,"Iya aku semangat kok, maaf yaa jadi ngga bisa perform hariini"
SinkaJ_JKT48,"Lagi dijalan pulang nih, pertama kalinya aku dikampus sampe jam segini.. minggu ini udah mulai UTS, jadi harus ngebut ngejar materinya"
SinkaJ_JKT48,Happy #1stofnovember
